yourlist:M202206216320BA52A5CE8FCD097CB85A53697A355200ED8	Cluster ID	Cluster name	Cluster members	Organisms	Length	Organism IDs
UniRef100_A0A3D4EEQ3	UniRef100_A0A3D4EEQ3	Cluster: Stage V sporulation protein AE	A0A3D4EEQ3	Clostridiales bacterium	121	1898207
UniRef100_UPI001CA6762B	UniRef100_UPI001CA6762B	Cluster: stage V sporulation protein AE	UPI001CA6762B	Crassaminicella profunda	118	1286698
UniRef100_UPI0006C7FD0F	UniRef100_UPI0006C7FD0F	Cluster: stage V sporulation protein AE	UPI0006C7FD0F	Anaeromassilibacillus sp. Marseille-P3371	118	1944639
UniRef100_I0BQI4	UniRef100_I0BQI4	Cluster: Stage V sporulation protein AEB	I0BQI4; H6NIL4; UPI00025972AD	Paenibacillus mucilaginosus K02; Paenibacillus mucilaginosus 3016; Paenibacillus mucilaginosus	125	997761; 1116391; 61624
UniRef100_A0A0F3FMF2	UniRef100_A0A0F3FMF2	Cluster: Stage V sporulation protein AEB	A0A0F3FMF2	Clostridium baratii	117	1561
UniRef100_A0A0P9E9X0	UniRef100_A0A0P9E9X0	Cluster: Stage V sporulation protein AEB	A0A0P9E9X0	Paenibacillus sp. A3	121	1337054
UniRef100_A0A109QJE6	UniRef100_A0A109QJE6	Cluster: Stage V sporulation protein AEB	A0A109QJE6; A0A1G7XNP9; A0A8G0YBF2	Aneurinibacillus sp. XH2; Aneurinibacillus thermoaerophilus	113	1450761; 143495
UniRef100_A0A1H3Q641	UniRef100_A0A1H3Q641	Cluster: Stage V sporulation protein AE	A0A1H3Q641	Thermoactinomyces sp. DSM 45892	117	1882753
UniRef100_A0A117SJ73	UniRef100_A0A117SJ73	Cluster: Stage V sporulation protein AEB	A0A117SJ73	Clostridia bacterium BRH_c25	118	1734399
UniRef100_A0A1M6CLS5	UniRef100_A0A1M6CLS5	Cluster: Stage V sporulation protein AE	A0A1M6CLS5	Clostridium amylolyticum	119	1121298
UniRef100_A0A511V6E8	UniRef100_A0A511V6E8	Cluster: Stage V sporulation protein AE	A0A511V6E8	Aneurinibacillus danicus	117	267746
UniRef100_A0A7V6Y3R7	UniRef100_A0A7V6Y3R7	Cluster: Stage V sporulation protein AE	A0A7V6Y3R7	Thermoanaerobacterales bacterium	117	2304039
UniRef100_A0A7X9MR47	UniRef100_A0A7X9MR47	Cluster: Stage V sporulation protein AE	A0A7X9MR47	Psychrobacillus sp. BL-248-WT-3	121	2725306
UniRef100_UPI000984161A	UniRef100_UPI000984161A	Cluster: stage V sporulation protein AE	UPI000984161A	Massiliimalia massiliensis	122	1852384
UniRef100_UPI000C2455E0	UniRef100_UPI000C2455E0	Cluster: stage V sporulation protein AE	UPI000C2455E0	Bacillus sp. FJAT-45037	116	2011007
UniRef100_A0A7C9H965	UniRef100_A0A7C9H965	Cluster: Stage V sporulation protein AE	A0A7C9H965	Firmicutes bacterium	117	1879010
UniRef100_A0A7X2Z6Z8	UniRef100_A0A7X2Z6Z8	Cluster: Stage V sporulation protein AE	A0A7X2Z6Z8	Paenibacillus validus	121	44253
UniRef100_A0A1K1TPP0	UniRef100_A0A1K1TPP0	Cluster: Stage V sporulation protein AE	A0A1K1TPP0	Thermoactinomyces sp. DSM 45891	117	1761907
UniRef100_A0A265Q1N6	UniRef100_A0A265Q1N6	Cluster: Stage V sporulation protein AE	A0A265Q1N6	Tissierella sp. P1	118	1280483
UniRef100_A0A0V0PM96	UniRef100_A0A0V0PM96	Cluster: Stage V sporulation protein AEB	A0A0V0PM96; A0A1H2V8X6; J9HR46	Alicyclobacillus tengchongensis; Alicyclobacillus hesperidum; Alicyclobacillus hesperidum URH17-3-68	116	368812; 89784; 1200346
UniRef100_UPI0005EB9A8F	UniRef100_UPI0005EB9A8F	Cluster: stage V sporulation protein AE	UPI0005EB9A8F	Caldicellulosiruptor danielii	117	1387557
UniRef100_A0A1M6Q2J8	UniRef100_A0A1M6Q2J8	Cluster: Stage V sporulation protein AE	A0A1M6Q2J8	Paramaledivibacter caminithermalis DSM 15212	118	1121301
UniRef100_A0A4R2S1I7	UniRef100_A0A4R2S1I7	Cluster: Stage V sporulation protein AE	A0A4R2S1I7	Baia soyae	117	1544746
UniRef100_A0A3D0FG68	UniRef100_A0A3D0FG68	Cluster: Stage V sporulation protein AE	A0A3D0FG68	Lachnospiraceae bacterium	118	1898203
UniRef100_A0A3D0EDU3	UniRef100_A0A3D0EDU3	Cluster: Stage V sporulation protein AE	A0A3D0EDU3	Clostridiales bacterium	118	1898207
UniRef100_A0A174JCT1	UniRef100_A0A174JCT1	Cluster: Sporulation stage V, protein AE	A0A174JCT1	Clostridium disporicum	118	84024
UniRef100_F6BLK0	UniRef100_F6BLK0	Cluster: Stage V sporulation protein AE	F6BLK0	Thermoanaerobacterium xylanolyticum (strain ATCC 49914 / DSM 7097 / LX-11)	118	858215
UniRef100_A0A7C6WTZ1	UniRef100_A0A7C6WTZ1	Cluster: Stage V sporulation protein AE	A0A7C6WTZ1	Thermoanaerobacterales bacterium	117	2304039
UniRef100_A0A8B3ALF3	UniRef100_A0A8B3ALF3	Cluster: Stage V sporulation protein AE	A0A8B3ALF3	Dorea formicigenerans	118	39486
UniRef100_A0A7U9XDR0	UniRef100_A0A7U9XDR0	Cluster: Uncharacterized protein	A0A7U9XDR0	Lachnospiraceae bacterium	118	1898203
UniRef100_A0A1C6BGY9	UniRef100_A0A1C6BGY9	Cluster: Stage V sporulation protein AE	A0A1C6BGY9; A0A416D082; A0A373Q4B7	uncultured Clostridium sp.; Firmicutes bacterium AF36-3BH; Firmicutes bacterium AM55-24TS	118	59620; 2292889; 2292896
UniRef100_A0A1H9QPZ0	UniRef100_A0A1H9QPZ0	Cluster: Stage V sporulation protein AE	A0A1H9QPZ0	Psychrobacillus sp. OK032	121	1884358
UniRef100_A0A1G5JWW3	UniRef100_A0A1G5JWW3	Cluster: Stage V sporulation protein AE	A0A1G5JWW3	Alkaliphilus peptidifermentans DSM 18978	118	1120976
UniRef100_A0A8A0RPH1	UniRef100_A0A8A0RPH1	Cluster: Uncharacterized protein	A0A8A0RPH1; UPI0019D5B864	Koleobacter methoxysyntrophicus	119	2751313
UniRef100_A0A1X9MA47	UniRef100_A0A1X9MA47	Cluster: SpoVA protein	A0A1X9MA47	Alkalihalobacillus krulwichiae	117	199441
UniRef100_A0A0A7FTP4	UniRef100_A0A0A7FTP4	Cluster: Stage V sporulation protein AE	A0A0A7FTP4	Clostridium baratii str. Sullivan	117	1415775
UniRef100_C0C0A5	UniRef100_C0C0A5	Cluster: Stage V sporulation protein AE	C0C0A5; A0A4R4FG76; A0A3R6E7V8; A0A0K9NCY5	[Clostridium] hylemonae DSM 15053; Extibacter muris; Clostridium sp. AF15-17LB; Dorea sp. D27	118	553973; 1796622; 2292202; 658665
UniRef100_A0A2R6Y4D0	UniRef100_A0A2R6Y4D0	Cluster: Stage V sporulation protein AE (SpoVAE)	A0A2R6Y4D0	Candidatus Carbobacillus altaicus	116	2163959
UniRef100_A0A7U9SE48	UniRef100_A0A7U9SE48	Cluster: Uncharacterized protein	A0A7U9SE48	Lachnospiraceae bacterium	118	1898203
UniRef100_UPI000BE2D339	UniRef100_UPI000BE2D339	Cluster: stage V sporulation protein AE	UPI000BE2D339	Clostridium peptidivorans	117	100174
UniRef100_F8FFU8	UniRef100_F8FFU8	Cluster: Sporulation protein	F8FFU8; UPI00059FC3A0	Paenibacillus mucilaginosus (strain KNP414); Paenibacillus mucilaginosus	125	1036673; 61624
UniRef100_F8IDZ7	UniRef100_F8IDZ7	Cluster: Stage V sporulation protein AE	F8IDZ7	Alicyclobacillus acidocaldarius (strain Tc-4-1) (Bacillus acidocaldarius)	116	1048834
UniRef100_A0A7X9GKZ8	UniRef100_A0A7X9GKZ8	Cluster: Stage V sporulation protein AE	A0A7X9GKZ8	Clostridiaceae bacterium	118	1898204
UniRef100_A0A1H9Y104	UniRef100_A0A1H9Y104	Cluster: Stage V sporulation protein AE	A0A1H9Y104	Anaerobranca gottschalkii DSM 13577	117	1120990
UniRef100_A0A3D1LFE1	UniRef100_A0A3D1LFE1	Cluster: Stage V sporulation protein AE	A0A3D1LFE1; A0A3D2FY44; A0A3D2FY49	Clostridiales bacterium	118	1898207
UniRef100_A0A2N2D9E2	UniRef100_A0A2N2D9E2	Cluster: Stage V sporulation protein AE	A0A2N2D9E2	Firmicutes bacterium HGW-Firmicutes-13	117	2013774
UniRef100_UPI001C68E78C	UniRef100_UPI001C68E78C	Cluster: stage V sporulation protein AE	UPI001C68E78C	Paenactinomyces guangxiensis	109	1490290
UniRef100_B9MQC9	UniRef100_B9MQC9	Cluster: Stage V sporulation protein AE	B9MQC9	Caldicellulosiruptor bescii (strain ATCC BAA-1888 / DSM 6725 / Z-1320) (Anaerocellum thermophilum)	117	521460
UniRef100_UPI001A939FD7	UniRef100_UPI001A939FD7	Cluster: stage V sporulation protein AE	UPI001A939FD7	Bacilliculturomica massiliensis	119	1917867
UniRef100_A0A544T2J8	UniRef100_A0A544T2J8	Cluster: Stage V sporulation protein AE	A0A544T2J8	Psychrobacillus soli	121	1543965
UniRef100_A0A1M4UHR0	UniRef100_A0A1M4UHR0	Cluster: Stage V sporulation protein AE	A0A1M4UHR0	Clostridium fallax	119	1533
UniRef100_A0A7X8Z9J9	UniRef100_A0A7X8Z9J9	Cluster: Stage V sporulation protein AE	A0A7X8Z9J9	Thermoanaerobacteraceae bacterium	117	2100788
UniRef100_A0A498RD36	UniRef100_A0A498RD36	Cluster: Spova	A0A498RD36; UPI000F03BBB8	Lucifera butyrica	117	1351585
UniRef100_A0A4R8LHD0	UniRef100_A0A4R8LHD0	Cluster: Stage V sporulation protein AE	A0A4R8LHD0; UPI0010652043	Alicyclobacillus sacchari	132	392010
UniRef100_A0A0M6WYW2	UniRef100_A0A0M6WYW2	Cluster: Stage V sporulation protein AE	A0A0M6WYW2; R5HSV3; A0A1Q6KI89	Roseburia inulinivorans; Roseburia inulinivorans CAG:15; Clostridiales bacterium 41_12_two_minus	118	360807; 1263105; 1897043
UniRef100_E4Q753	UniRef100_E4Q753	Cluster: Stage V sporulation protein AE	E4Q753	Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL)	117	632518
UniRef100_UPI001C1051A2	UniRef100_UPI001C1051A2	Cluster: stage V sporulation protein AE	UPI001C1051A2	Tissierella praeacuta	118	43131
UniRef100_A0A0Q3S3I9	UniRef100_A0A0Q3S3I9	Cluster: Stage V sporulation protein AEB	A0A0Q3S3I9	Psychrobacillus sp. FJAT-21963	121	1712028
UniRef100_A0A4P9EU11	UniRef100_A0A4P9EU11	Cluster: Stage V sporulation protein AE	A0A4P9EU11	Bacillus paranthracis	108	2026186
UniRef100_UPI000835210B	UniRef100_UPI000835210B	Cluster: stage V sporulation protein AE	UPI000835210B	Alicyclobacillus acidiphilus	116	182455
UniRef100_R6MLQ0	UniRef100_R6MLQ0	Cluster: SpoVA protein	R6MLQ0	Firmicutes bacterium CAG:41	118	1263021
UniRef100_UPI00047DBEEA	UniRef100_UPI00047DBEEA	Cluster: stage V sporulation protein AE	UPI00047DBEEA	Clostridiisalibacter paucivorans	118	408753
UniRef100_R1CGV0	UniRef100_R1CGV0	Cluster: Stage V sporulation protein AE (SpoVAE)	R1CGV0	Caldisalinibacter kiritimatiensis	118	1304284
UniRef100_A0A5C4TGK1	UniRef100_A0A5C4TGK1	Cluster: Stage V sporulation protein AE	A0A5C4TGK1	Paenibacillus hemerocallicola	121	1172614
UniRef100_UPI001AA0B95C	UniRef100_UPI001AA0B95C	Cluster: stage V sporulation protein AE	UPI001AA0B95C	Extibacter sp. GGCC_0201	118	2731209
UniRef100_A0A1M4SWV7	UniRef100_A0A1M4SWV7	Cluster: Stage V sporulation protein AE	A0A1M4SWV7; A0A3F3S3P4	Tissierella praeacuta DSM 18095; Tissierella praeacuta	118	1123404; 43131
UniRef100_A0A1T4WR75	UniRef100_A0A1T4WR75	Cluster: Stage V sporulation protein AE	A0A1T4WR75	Caloramator quimbayensis	118	1147123
UniRef100_UPI000EFBA320	UniRef100_UPI000EFBA320	Cluster: stage V sporulation protein AE	UPI000EFBA320	Christensenella sp. Marseille-P3954	118	2086585
UniRef100_A0A521J6W7	UniRef100_A0A521J6W7	Cluster: Stage V sporulation protein AE	A0A521J6W7; A0A1H3QQ27	Gottschalkiaceae bacterium; Proteiniborus ethanoligenes	118	2527676; 415015
UniRef100_A0A559KAK6	UniRef100_A0A559KAK6	Cluster: Stage V sporulation protein AE	A0A559KAK6	Paenibacillus sp. JC52	121	2163881
UniRef100_R5H813	UniRef100_R5H813	Cluster: Uncharacterized protein	R5H813; A0A3D1Q1F4; A0A417LAG6	Firmicutes bacterium CAG:24; Lachnospiraceae bacterium; Firmicutes bacterium TM09-10	121	1263012; 1898203; 2292898
UniRef100_A0A1C5ZS07	UniRef100_A0A1C5ZS07	Cluster: Stage V sporulation protein AE	A0A1C5ZS07	uncultured Clostridium sp.	121	59620
UniRef100_A0A1I1KVL6	UniRef100_A0A1I1KVL6	Cluster: Stage V sporulation protein AE	A0A1I1KVL6	Clostridium uliginosum	118	119641
UniRef100_A0A124FCU6	UniRef100_A0A124FCU6	Cluster: Stage V sporulation protein AE	A0A124FCU6; U5CPG3; Q8RAA3; UPI0002E2B1C5	Caldanaerobacter subterraneus; Caldanaerobacter subterraneus subsp. yonseiensis KB-1; Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	118	911092; 1388761; 273068
UniRef100_A0A4Q4IJY1	UniRef100_A0A4Q4IJY1	Cluster: Stage V sporulation protein AE	A0A4Q4IJY1	Sporolactobacillus sp. THM19-2	116	2511171
UniRef100_R6G289	UniRef100_R6G289	Cluster: Sporulation stage V	R6G289	Clostridium sp. CAG:221	118	1262780
UniRef100_UPI00098459F2	UniRef100_UPI00098459F2	Cluster: stage V sporulation protein AE	UPI00098459F2	Anaerosalibacter sp. Marseille-P3206	118	1871005
UniRef100_A0A3E4PS09	UniRef100_A0A3E4PS09	Cluster: Stage V sporulation protein AE	A0A3E4PS09	Dorea formicigenerans	118	39486
UniRef100_A0A847WGX4	UniRef100_A0A847WGX4	Cluster: Stage V sporulation protein AE	A0A847WGX4	Epulopiscium sp.	118	2384
UniRef100_A0A847NHF1	UniRef100_A0A847NHF1	Cluster: Stage V sporulation protein AE	A0A847NHF1	Tissierellia bacterium	118	2049431
UniRef100_A0A1M6L2S6	UniRef100_A0A1M6L2S6	Cluster: Stage V sporulation protein AE	A0A1M6L2S6	Anaerobranca californiensis DSM 14826	117	1120989
UniRef100_A0A151ARC6	UniRef100_A0A151ARC6	Cluster: SpoVA protein	A0A151ARC6; A0A2T0AXA4	Clostridium colicanis DSM 13634; Clostridium thermopalmarium DSM 5974	119	1121305; 1121340
UniRef100_A0A1V4ISY6	UniRef100_A0A1V4ISY6	Cluster: SpoVA protein	A0A1V4ISY6	Clostridium chromiireducens	118	225345
UniRef100_A0A2T6FWG3	UniRef100_A0A2T6FWG3	Cluster: Stage V sporulation protein AE	A0A2T6FWG3	Paenibacillus elgii	121	189691
UniRef100_A0A0M3RC95	UniRef100_A0A0M3RC95	Cluster: Stage V sporulation protein AEB	A0A0M3RC95	Bacillus sp. FJAT-22090	121	1581038
UniRef100_D4M2S3	UniRef100_D4M2S3	Cluster: Stage V sporulation protein AE	D4M2S3	[Ruminococcus] torques L2-14	118	657313
UniRef100_A0A1M5YUW9	UniRef100_A0A1M5YUW9	Cluster: Stage V sporulation protein AE	A0A1M5YUW9	Sporobacter termitidis DSM 10068	122	1123282
UniRef100_UPI00059087FB	UniRef100_UPI00059087FB	Cluster: stage V sporulation protein AE	UPI00059087FB	Candidatus Soleaferrea massiliensis	118	1470354
UniRef100_A0A1C5XGW8	UniRef100_A0A1C5XGW8	Cluster: Stage V sporulation protein AE	A0A1C5XGW8	uncultured Clostridium sp.	118	59620
UniRef100_A0A7X1IA21	UniRef100_A0A7X1IA21	Cluster: Stage V sporulation protein AE	A0A7X1IA21	Bittarella massiliensis	118	1720313
UniRef100_A0A7C6VRJ3	UniRef100_A0A7C6VRJ3	Cluster: Stage V sporulation protein AE	A0A7C6VRJ3; A0A7C8HF59	Epulopiscium sp.; Defluviitalea raffinosedens	118	2384; 1450156
UniRef100_A0A416CQS5	UniRef100_A0A416CQS5	Cluster: Stage V sporulation protein AE	A0A416CQS5	Firmicutes bacterium AF36-19BH	118	2292888
UniRef100_A0A3E5GNK0	UniRef100_A0A3E5GNK0	Cluster: Stage V sporulation protein AE	A0A3E5GNK0	Dorea formicigenerans	118	39486
UniRef100_A0A0B0IH98	UniRef100_A0A0B0IH98	Cluster: Stage V sporulation protein AEB	A0A0B0IH98	Alkalihalobacillus okhensis	117	333138
UniRef100_UPI000780F61A	UniRef100_UPI000780F61A	Cluster: stage V sporulation protein AE	UPI000780F61A	Bacillus sp. JCM 19034	117	1481928
UniRef100_A0A847NCI8	UniRef100_A0A847NCI8	Cluster: Stage V sporulation protein AE	A0A847NCI8	Gracilibacteraceae bacterium	118	2699748
UniRef100_A0A3E4EY09	UniRef100_A0A3E4EY09	Cluster: Stage V sporulation protein AE	A0A3E4EY09	Dorea formicigenerans	118	39486
UniRef100_UPI000FD8137F	UniRef100_UPI000FD8137F	Cluster: stage V sporulation protein AE	UPI000FD8137F	Paenibacillus elgii	121	189691
UniRef100_A0A413VZT7	UniRef100_A0A413VZT7	Cluster: Stage V sporulation protein AE	A0A413VZT7	Dorea formicigenerans	118	39486
UniRef100_A0A7X7BJ63	UniRef100_A0A7X7BJ63	Cluster: Stage V sporulation protein AE	A0A7X7BJ63	Bacilli bacterium	116	1903720
UniRef100_A0A7U9I986	UniRef100_A0A7U9I986	Cluster: Stage V sporulation protein AE	A0A7U9I986; A0A6B1UGY2	Clostridium sp. (strain ATCC 29733 / VPI C48-50); Bittarella massiliensis	118	1507; 1720313
UniRef100_A4XFQ9	UniRef100_A4XFQ9	Cluster: SpoVA protein	A4XFQ9	Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331)	117	351627
UniRef100_A0A163W0U9	UniRef100_A0A163W0U9	Cluster: Stage V sporulation protein AEB	A0A163W0U9	Paenibacillus elgii	121	189691
UniRef100_A0A1T5MTF7	UniRef100_A0A1T5MTF7	Cluster: Stage V sporulation protein AE	A0A1T5MTF7	Maledivibacter halophilus	118	36842
UniRef100_A7GS90	UniRef100_A7GS90	Cluster: Sporulation stage V protein AE	A7GS90	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	117	315749
UniRef100_A0A7X7Q2Y8	UniRef100_A0A7X7Q2Y8	Cluster: Stage V sporulation protein AE	A0A7X7Q2Y8	Bacilli bacterium	116	1903720
UniRef100_R6NWM6	UniRef100_R6NWM6	Cluster: Stage V sporulation protein AE	R6NWM6; A0A656CQ57; A0A374LFN2	Ruminococcus sp. CAG:55; [Ruminococcus] torques; Ruminococcus sp. OF05-2BH	118	1262960; 33039; 2293230
UniRef100_UPI00193C191C	UniRef100_UPI00193C191C	Cluster: stage V sporulation protein AE	UPI00193C191C	Clostridium sp. D2Q-14	118	2683194
UniRef100_W4QXA4	UniRef100_W4QXA4	Cluster: Stage V sporulation protein AE	W4QXA4	Alkalihalobacillus akibai (strain ATCC 43226 / DSM 21942 / CIP 109018 / JCM 9157 / 1139) (Bacillus akibai)	117	1236973
UniRef100_UPI00193B4DD3	UniRef100_UPI00193B4DD3	Cluster: stage V sporulation protein AE	UPI00193B4DD3	Clostridium sp. D2Q-11	118	2683708
UniRef100_A0A416EGL2	UniRef100_A0A416EGL2	Cluster: Stage V sporulation protein AE	A0A416EGL2	Lachnotalea sp. AF33-28	118	2292046
UniRef100_UPI001B31EED2	UniRef100_UPI001B31EED2	Cluster: stage V sporulation protein AE	UPI001B31EED2	Bacillus sp. YZJH907-2	117	2822140
UniRef100_UPI001D0670E8	UniRef100_UPI001D0670E8	Cluster: stage V sporulation protein AE	UPI001D0670E8	Clostridium scindens (strain JCM 10418 / VPI 12708)	118	29347
UniRef100_A0A366XYZ4	UniRef100_A0A366XYZ4	Cluster: Stage V sporulation protein AE	A0A366XYZ4	Bacillus taeanensis	116	273032
UniRef100_R6WSR1	UniRef100_R6WSR1	Cluster: Stage V sporulation protein AE	R6WSR1	Dorea sp. CAG:317	118	1262873
UniRef100_A0A5C0SGD0	UniRef100_A0A5C0SGD0	Cluster: Stage V sporulation protein AE	A0A5C0SGD0	Crassaminicella thermophila	118	2599308
UniRef100_A0A1Y4F1L7	UniRef100_A0A1Y4F1L7	Cluster: Stage V sporulation protein AE	A0A1Y4F1L7	Anaeromassilibacillus sp. An250	118	1965604
UniRef100_A0A343JDS9	UniRef100_A0A343JDS9	Cluster: Stage V sporulation protein AE	A0A343JDS9	Clostridium isatidis	118	182773
UniRef100_A0A1C5PS68	UniRef100_A0A1C5PS68	Cluster: Stage V sporulation protein AE	A0A1C5PS68	uncultured Clostridium sp.	121	59620
UniRef100_A0A1V5X7Z6	UniRef100_A0A1V5X7Z6	Cluster: SpoVA protein	A0A1V5X7Z6	Firmicutes bacterium ADurb.Bin193	117	1852885
UniRef100_A0A4U9RMJ2	UniRef100_A0A4U9RMJ2	Cluster: Sporulation stage V, protein AE	A0A4U9RMJ2	Hathewaya histolytica (Clostridium histolyticum)	118	1498
UniRef100_A0A8E3SLJ3	UniRef100_A0A8E3SLJ3	Cluster: Stage V sporulation protein AE	A0A8E3SLJ3	Lachnospiraceae bacterium KGMB03038	118	2594789
UniRef100_UPI0002886393	UniRef100_UPI0002886393	Cluster: stage V sporulation protein AE	UPI0002886393	Clostridium arbusti	117	1137848
UniRef100_F4LUZ2	UniRef100_F4LUZ2	Cluster: Stage V sporulation protein AEB	F4LUZ2	Tepidanaerobacter acetatoxydans (strain DSM 21804 / JCM 16047 / Re1)	117	1209989
UniRef100_A0A7W5FQN7	UniRef100_A0A7W5FQN7	Cluster: Stage V sporulation protein AE	A0A7W5FQN7; UPI00160A8D72	Paenibacillus phyllosphaerae	122	274593
UniRef100_UPI00051B6AB4	UniRef100_UPI00051B6AB4	Cluster: stage V sporulation protein AE	UPI00051B6AB4	Eubacteriales	118	186802
UniRef100_A0A396ABV3	UniRef100_A0A396ABV3	Cluster: Stage V sporulation protein AE	A0A396ABV3	Roseburia inulinivorans	118	360807
UniRef100_R9N6I9	UniRef100_R9N6I9	Cluster: Stage V sporulation protein AE	R9N6I9	Dorea sp. 5-2	118	1235798
UniRef100_N9Y356	UniRef100_N9Y356	Cluster: Stage V sporulation protein AE	N9Y356	Clostridium thermobutyricum	117	29372
UniRef100_A0A1V4SJC8	UniRef100_A0A1V4SJC8	Cluster: SpoVA protein	A0A1V4SJC8	Ruminiclostridium hungatei (Clostridium hungatei)	118	48256
UniRef100_A0A8G0W2N6	UniRef100_A0A8G0W2N6	Cluster: Stage V sporulation protein AE	A0A8G0W2N6	Clostridium scindens (strain JCM 10418 / VPI 12708)	118	29347
UniRef100_R6GSF3	UniRef100_R6GSF3	Cluster: Stage V sporulation protein AE	R6GSF3	Clostridium sp. CAG:557	118	1262819
UniRef100_UPI00168817F7	UniRef100_UPI00168817F7	Cluster: stage V sporulation protein AE	UPI00168817F7	Paenibacillus sp. IB182363	121	2772510
UniRef100_A0A3C1A7A6	UniRef100_A0A3C1A7A6	Cluster: Stage V sporulation protein AE	A0A3C1A7A6	Clostridiales bacterium	118	1898207
UniRef100_E4SHX8	UniRef100_E4SHX8	Cluster: Stage V sporulation protein AE	E4SHX8	Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002)	117	632348
UniRef100_A0A0V8QDM2	UniRef100_A0A0V8QDM2	Cluster: Stage V sporulation protein AEB	A0A0V8QDM2	Acetivibrio ethanolgignens	118	290052
UniRef100_A0A3D4FNG8	UniRef100_A0A3D4FNG8	Cluster: Stage V sporulation protein AE	A0A3D4FNG8	Clostridium sp.	118	1506
UniRef100_A0A1G9L1J3	UniRef100_A0A1G9L1J3	Cluster: Stage V sporulation protein AE	A0A1G9L1J3; UPI000B84CA2A	Dendrosporobacter quercicolus	117	146817
UniRef100_A0A3T0D213	UniRef100_A0A3T0D213	Cluster: Stage V sporulation protein AE	A0A3T0D213	Caldicellulosiruptor changbaiensis	117	1222016
UniRef100_A0A0J1IS19	UniRef100_A0A0J1IS19	Cluster: SpoVA protein	A0A0J1IS19	Desulfosporosinus acididurans	117	476652
UniRef100_F7KNW1	UniRef100_F7KNW1	Cluster: Stage V sporulation protein AE	F7KNW1; A0A844F478	Lachnospiraceae bacterium 5_1_57FAA; Clostridium scindens (strain JCM 10418 / VPI 12708)	118	658085; 29347
UniRef100_A0A8E5Y296	UniRef100_A0A8E5Y296	Cluster: Stage V sporulation protein AE	A0A8E5Y296	Tenericutes bacterium	116	2231116
UniRef100_UPI0013E98909	UniRef100_UPI0013E98909	Cluster: stage V sporulation protein AE	UPI0013E98909	Clostridium estertheticum	117	238834
UniRef100_A0A6M0R8P7	UniRef100_A0A6M0R8P7	Cluster: Stage V sporulation protein AE	A0A6M0R8P7	Clostridium niameyense	118	1622073
UniRef100_UPI000A03B770	UniRef100_UPI000A03B770	Cluster: stage V sporulation protein AE	UPI000A03B770	Clostridium hydrogeniformans	118	349933
UniRef100_A0A7C6RDI4	UniRef100_A0A7C6RDI4	Cluster: Stage V sporulation protein AE	A0A7C6RDI4	Clostridia bacterium	118	2044939
UniRef100_UPI001056B6C4	UniRef100_UPI001056B6C4	Cluster: stage V sporulation protein AE	UPI001056B6C4	Clostridiaceae	118	31979
UniRef100_UPI000D0F490E	UniRef100_UPI000D0F490E	Cluster: stage V sporulation protein AE	UPI000D0F490E	Massilistercora timonensis	118	2086584
UniRef100_A0A8D6L596	UniRef100_A0A8D6L596	Cluster: Stage V sporulation protein AE	A0A8D6L596	Clostridium sp. C5S11	118	704125
UniRef100_R5EEH0	UniRef100_R5EEH0	Cluster: Stage V sporulation protein AE	R5EEH0	Firmicutes bacterium CAG:110	118	1263000
UniRef100_C0FPD2	UniRef100_C0FPD2	Cluster: Stage V sporulation protein AE	C0FPD2	Roseburia inulinivorans DSM 16841	118	622312
UniRef100_A0A7X8EQA6	UniRef100_A0A7X8EQA6	Cluster: Stage V sporulation protein AE	A0A7X8EQA6	Epulopiscium sp.	118	2384
