Cluster ID	Cluster name	Cluster members	Organisms	Length	Size	Organism IDs
UniRef100_A0A7X8PZN9	Cluster: Stage V sporulation protein AC	A0A7X8PZN9	Clostridiaceae bacterium	147	1	1898204
UniRef100_A0A7X9AJ11	Cluster: Stage V sporulation protein AC	A0A7X9AJ11	Clostridiaceae bacterium	148	1	1898204
UniRef100_A0A350V951	Cluster: SpoVA protein	A0A350V951; A0A4R3KEG0	Lachnospiraceae bacterium; Muricomes intestini	152	2	1898203; 1796634
UniRef100_UPI0008342533	Cluster: stage V sporulation protein AC	UPI0008342533	Clostridium sp. Marseille-P299	165	1	1805477
UniRef100_A0A255IA62	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A255IA62	Lachnotalea glycerini	148	1	1763509
UniRef100_UPI0018A021E1	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0018A021E1	Eubacteriales	151	1	186802
UniRef100_A0A3D0Y8B8	Cluster: Stage V sporulation protein AC	A0A3D0Y8B8	Clostridiales bacterium	152	1	1898207
UniRef100_R7CAZ3	Cluster: Stage V sporulation protein AC	R7CAZ3; A0A1Q6N4X5	Clostridium sp. CAG:62; Clostridium sp. CAG:62_40_43	160	2	1262828; 1896990
UniRef100_W4V5P8	Cluster: Stage V sporulation protein AC	W4V5P8	Acetivibrio thermocellus JCM 21531	147	1	1294263
UniRef100_A0A844FGQ7	Cluster: Stage V sporulation protein AC	A0A844FGQ7; A0A7C6P884	Anaerosalibacter bizertensis; Tissierellia bacterium	149	2	932217; 2049431
UniRef100_UPI001CF8AC93	Cluster: stage V sporulation protein AC	UPI001CF8AC93	Ructibacterium gallinarum	150	1	2779355
UniRef100_UPI000554B7CA	Cluster: stage V sporulation protein AC	UPI000554B7CA	Alicyclobacillus macrosporangiidus	161	1	392015
UniRef100_UPI001C7CD1D4	Cluster: stage V sporulation protein AC	UPI001C7CD1D4	Clostridium estertheticum	150	1	238834
UniRef100_A0A1C6IL31	Cluster: Stage V sporulation protein AC	A0A1C6IL31	uncultured Clostridium sp.	152	1	59620
UniRef100_A0A0K9NCS2	Cluster: Stage V sporulation protein AC	A0A0K9NCS2	Dorea sp. D27	153	1	658665
UniRef100_A0A517DTT3	Cluster: Stage V sporulation protein AC	A0A517DTT3	Sporomusa termitida	151	1	2377
UniRef100_E6U7C9	Cluster: Stage V sporulation protein AC	E6U7C9; A0A386XED7	Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3); Ethanoligenens harbinense	147	2	663278; 253239
UniRef100_R7ZHG1	Cluster: Stage V sporulation protein AC	R7ZHG1	Lysinibacillus sphaericus OT4b.31	151	1	1285586
UniRef100_A0A1S8MTN8	Cluster: SpoVA protein	A0A1S8MTN8	Clostridium saccharobutylicum	159	1	169679
UniRef100_A0A416SB93	Cluster: Stage V sporulation protein AC	A0A416SB93	Blautia sp. AF19-13LB	157	1	2292962
UniRef100_F0Z0N0	Cluster: Stage V sporulation protein AC	F0Z0N0	Clostridium sp. D5	152	1	556261
UniRef100_A0A355BIQ0	Cluster: Stage V sporulation protein AC	A0A355BIQ0	Firmicutes bacterium	157	1	1879010
UniRef100_A0A318TNS2	Cluster: Stage V sporulation protein AC	A0A318TNS2	Ureibacillus chungkukjangi	151	1	1202712
UniRef100_A0A1Z7M623	Cluster: Stage V sporulation protein AC	A0A1Z7M623; A0A1Y3WD76	Drancourtella sp. An12; Drancourtella sp. An57	155	2	1965548; 1965647
UniRef100_A0A1H9QPR6	Cluster: Stage V sporulation protein AC	A0A1H9QPR6	Psychrobacillus sp. OK032	151	1	1884358
UniRef100_A0A5J6PNB3	Cluster: Stage V sporulation protein AC	A0A5J6PNB3	Psychrobacillus sp. AK 1817	151	1	2303505
UniRef100_A0A3A9CYX4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3A9CYX4	bacterium D16-50	159	1	2320112
UniRef100_A0A1C5SLC2	Cluster: Stage V sporulation protein AC	A0A1C5SLC2	uncultured Blautia sp.	156	1	765821
UniRef100_A0A494Z555	Cluster: Stage V sporulation protein AC	A0A494Z555	Lysinibacillus endophyticus	151	1	1978490
UniRef100_A0A1I6JQT9	Cluster: Stage V sporulation protein AC	A0A1I6JQT9	[Clostridium] populeti	166	1	37658
UniRef100_D5WQC2	Cluster: Stage V sporulation protein AC	D5WQC2	Kyrpidia tusciae (strain DSM 2912 / NBRC 15312 / T2) (Bacillus tusciae)	157	1	562970
UniRef100_A0A417SJX2	Cluster: Stage V sporulation protein AC	A0A417SJX2	Blautia sp. OM05-6	157	1	2292983
UniRef100_A0A3E3JZB0	Cluster: Stage V sporulation protein AC	A0A3E3JZB0	Sellimonas intestinalis	155	1	1653434
UniRef100_A0A096BJY0	Cluster: Stage V sporulation protein AC	A0A096BJY0	Caloranaerobacter azorensis H53214	147	1	1156417
UniRef100_A0A3C2EI53	Cluster: Stage V sporulation protein AC	A0A3C2EI53	Clostridiales bacterium	148	1	1898207
UniRef100_G2T062	Cluster: Stage V sporulation AC, SpoVAC	G2T062	Roseburia hominis (strain DSM 16839 / JCM 17582 / NCIMB 14029 / A2-183)	154	1	585394
UniRef100_UPI001A9CAC35	Cluster: stage V sporulation protein AC	UPI001A9CAC35	Drancourtella massiliensis	159	1	1632013
UniRef100_A0A2I0V5I4	Cluster: Stage V sporulation protein AC	A0A2I0V5I4	Lysinibacillus fusiformis	151	1	28031
UniRef100_A0A1C5QBL9	Cluster: Stage V sporulation protein AC	A0A1C5QBL9	uncultured Ruminococcus sp.	155	1	165186
UniRef100_A0A366XWU0	Cluster: Stage V sporulation protein AC	A0A366XWU0	Bacillus taeanensis	152	1	273032
UniRef100_A0A4P8A1C5	Cluster: SpoVA protein	A0A4P8A1C5; W6N3I9	Clostridium tyrobutyricum; Clostridium tyrobutyricum DIVETGP	159	2	1519; 1408889
UniRef100_A0A1M5V7K5	Cluster: Stage V sporulation protein AC	A0A1M5V7K5	Caloranaerobacter azorensis DSM 13643	147	1	1121264
UniRef100_UPI00156FC53E	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00156FC53E	Blautia glucerasea	153	1	536633
UniRef100_UPI000AE42259	Cluster: stage V sporulation protein AC	UPI000AE42259	Sellimonas intestinalis	159	1	1653434
UniRef100_UPI00177A9D2B	Cluster: stage V sporulation protein AC	UPI00177A9D2B	Sporosarcina sp. Sa2YVA2	151	1	2762234
UniRef100_A0A5N7J230	Cluster: Stage V sporulation protein AC	A0A5N7J230; A0A1J0GHD4	Clostridium estertheticum; Clostridium estertheticum subsp. estertheticum	150	2	238834; 1552
UniRef100_A0A6L5XXC9	Cluster: Stage V sporulation protein AC	A0A6L5XXC9	Velocimicrobium porci	166	1	2606634
UniRef100_A0A416BPP4	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A416BPP4	Ruminococcus sp. AF41-9	156	1	2292069
UniRef100_UPI00164BD23C	Cluster: stage V sporulation protein AC	UPI00164BD23C	Ruminococcus sp. NSJ-13	155	1	2763065
UniRef100_UPI001ADD46C6	Cluster: stage V sporulation protein AC	UPI001ADD46C6	Alkalihalobacillus sp. BA299	153	1	2815938
UniRef100_UPI0002EA6D98	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0002EA6D98	[Clostridium] hylemonae	153	1	89153
UniRef100_A0A0L6ZE71	Cluster: SpoVA protein	A0A0L6ZE71	Clostridium homopropionicum DSM 5847	149	1	1121318
UniRef100_A0A5D8QC03	Cluster: Stage V sporulation protein AC	A0A5D8QC03	Calorimonas adulescens	151	1	2606906
UniRef100_UPI0004AF485D	Cluster: stage V sporulation protein AC	UPI0004AF485D	Sellimonas intestinalis	159	1	1653434
UniRef100_UPI001CF1F37D	Cluster: stage V sporulation protein AC	UPI001CF1F37D	Clostridium estertheticum	150	1	238834
UniRef100_A0A1H0VZS4	Cluster: Stage V sporulation protein AC	A0A1H0VZS4	Clostridium gasigenes	159	1	94869
UniRef100_A0A354HUC9	Cluster: Stage V sporulation protein AC	A0A354HUC9	Firmicutes bacterium	151	1	1879010
UniRef100_R7IRW4	Cluster: Stage V sporulation protein AC	R7IRW4; A0A3D4DJT0	Clostridium sp. CAG:269; Clostridiales bacterium	154	2	1262788; 1898207
UniRef100_A0A414KEM7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A414KEM7	Blautia obeum	155	1	40520
UniRef100_A0A398CMH1	Cluster: Stage V sporulation protein AC	A0A398CMH1	Cohnella faecalis	154	1	2315694
UniRef100_UPI00195FEEC3	Cluster: stage V sporulation protein AC	UPI00195FEEC3	Mediterraneibacter glycyrrhizinilyticus	153	1	342942
UniRef100_A0A2D1SPU5	Cluster: Stage V sporulation protein AC	A0A2D1SPU5	Solibacillus sp. R5-41	151	1	2048654
UniRef100_UPI0005647CAC	Cluster: stage V sporulation protein AC	UPI0005647CAC	Paenibacillus sp. HGF7	148	1	944559
UniRef100_A0A6B4Z757	Cluster: Stage V sporulation protein AC	A0A6B4Z757; A0A1V9IRX1	Clostridium botulinum; Clostridium sporogenes	151	2	1491; 1509
UniRef100_A0A7C7ES62	Cluster: Stage V sporulation protein AC	A0A7C7ES62	Tissierellia bacterium	146	1	2049431
UniRef100_A0A174C4J3	Cluster: SpoVA protein	A0A174C4J3; A5ZW69	Blautia obeum; Blautia obeum ATCC 29174	155	2	40520; 411459
UniRef100_UPI001A8F6407	Cluster: stage V sporulation protein AC	UPI001A8F6407	Alicyclobacillus fructus	152	1	2816082
UniRef100_F8IKJ3	Cluster: Stage V sporulation protein AC	F8IKJ3	Alicyclobacillus acidocaldarius (strain Tc-4-1) (Bacillus acidocaldarius)	152	1	1048834
UniRef100_A0A1Y4URH7	Cluster: Stage V sporulation protein AC	A0A1Y4URH7	Tyzzerella sp. An114	153	1	1965545
UniRef100_A0A7X4Z6S9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A7X4Z6S9	Lachnospiraceae bacterium	160	1	1898203
UniRef100_A0A0L8EX85	Cluster: Stage V sporulation protein AC	A0A0L8EX85	Clostridium sp. DMHC 10	148	1	747377
UniRef100_A0A8A0RNK3	Cluster: Uncharacterized protein	A0A8A0RNK3	Koleobacter methoxysyntrophicus	155	1	2751313
UniRef100_UPI00082CCBAC	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00082CCBAC	Bariatricus massiliensis	153	1	1745713
UniRef100_A0A494ZQF5	Cluster: Stage V sporulation protein AC	A0A494ZQF5; A0A4Q8TTR3; A0A374BPB0	Ruminococcus sp. B05; Mediterraneibacter sp. gm002; Firmicutes bacterium AM41-5BH	151	3	2448031; 2527876; 2292894
UniRef100_UPI00197C8200	Cluster: stage V sporulation protein AC	UPI00197C8200	Bacillus sp. RO3	141	1	2723914
UniRef100_A0A6M0GZA4	Cluster: Stage V sporulation protein AC	A0A6M0GZA4	Clostridium senegalense	148	1	1465809
UniRef100_A0A0A6PZH7	Cluster: Stage V sporulation protein AC	A0A0A6PZH7; A0A7U9D4E9; A0A1F1KX34; W1U5U7; C4IDH6	Clostridium butyricum; Clostridium butyricum 60E.3; Clostridium sp. HMSC19A10; Clostridium butyricum DORA_1; Clostridium butyricum E4 str. BoNT E BL5262	156	5	1492; 997898; 1581148; 1403941; 632245
UniRef100_UPI0002D32EB2	Cluster: stage V sporulation protein AC	UPI0002D32EB2	Clostridium tunisiense	150	1	219748
UniRef100_C8WXD3	Cluster: Stage V sporulation protein AC	C8WXD3	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius)	152	1	521098
UniRef100_A0A1E3BZ87	Cluster: Stage V sporulation protein AC	A0A1E3BZ87; A0A4Q0I856	Clostridium sp. Bc-iso-3; Acetivibrio mesophilus	147	2	1848158; 2487273
UniRef100_A0A1N7KLD2	Cluster: Stage V sporulation protein AC	A0A1N7KLD2; UPI0009704DD1	Alicyclobacillus vulcanalis	185	2	252246
UniRef100_A0A7C6NZT3	Cluster: Stage V sporulation protein AC	A0A7C6NZT3	Clostridiales bacterium	171	1	1898207
UniRef100_A0A1D7XNL2	Cluster: Stage V sporulation protein AC	A0A1D7XNL2; UPI00084E316E	Clostridium taeniosporum	152	2	394958
UniRef100_R7M5F6	Cluster: Stage V sporulation protein AC	R7M5F6	Clostridium sp. CAG:567	148	1	1262820
UniRef100_A0A316LU99	Cluster: Stage V sporulation protein AC	A0A316LU99	Clostridiales bacterium	155	1	1898207
UniRef100_A0A416CAF2	Cluster: Stage V sporulation protein AC	A0A416CAF2	Clostridium sp. AF37-5	163	1	2293016
UniRef100_A0A1S9N545	Cluster: Stage V sporulation protein AC	A0A1S9N545	Clostridium beijerinckii (Clostridium MP)	159	1	1520
UniRef100_A0A0K8J9Q0	Cluster: Putative membrane protein	A0A0K8J9Q0	Propionispora sp. 2/2-37	155	1	1677858
UniRef100_A0A4R4FG11	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A4R4FG11	Extibacter muris	153	1	1796622
UniRef100_A0A544TRY0	Cluster: Stage V sporulation protein AC	A0A544TRY0	Psychrobacillus vulpis	151	1	2325572
UniRef100_UPI000F04C4EB	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI000F04C4EB	Luxibacter massiliensis	152	1	2219695
UniRef100_A0A0A1SNC8	Cluster: Stage V sporulation protein AC	A0A0A1SNC8; A0A446IFF3; T0CTV2	Paeniclostridium sordellii (Clostridium sordellii); Paeniclostridium sordellii 8483; Paeniclostridium sordellii (strain ATCC 9714 / DSM 2141 / JCM 3814 / LMG 15708 / NCIMB 10717 / 211) (Clostridium sordellii)	146	3	1505; 1172204; 1292036
UniRef100_A0A0B0IJL6	Cluster: Stage V sporulation protein AC	A0A0B0IJL6	Alkalihalobacillus okhensis	154	1	333138
UniRef100_A0A1I1KNF3	Cluster: Stage V sporulation protein AC	A0A1I1KNF3; UPI000B7E4F8B	Clostridium uliginosum	151	2	119641
UniRef100_A0A4R7KDD8	Cluster: Stage V sporulation protein AC	A0A4R7KDD8	Fonticella tunisiensis	150	1	1096341
UniRef100_UPI001C1080F0	Cluster: stage V sporulation protein AC	UPI001C1080F0	Clostridium sp. MSJ-11	151	1	2841512
UniRef100_A0A0M0LF61	Cluster: Stage V sporulation protein AC	A0A0M0LF61	Viridibacillus arvi	151	1	263475
UniRef100_UPI0005E25FF1	Cluster: stage V sporulation protein AC	UPI0005E25FF1	Paeniclostridium sordellii (Clostridium sordellii)	146	1	1505
UniRef100_A0A1I4KQV1	Cluster: Stage V sporulation protein AC	A0A1I4KQV1; UPI000B85E6DC	Pelosinus propionicus DSM 13327; Pelosinus propionicus	172	2	1123291; 380084
UniRef100_A0A7I8DKB2	Cluster: Stage V sporulation protein AC	A0A7I8DKB2	Anaerocolumna chitinilytica	167	1	1727145
UniRef100_A0A1M4UCX0	Cluster: Stage V sporulation protein AC	A0A1M4UCX0; UPI000CDB3A72	Lactonifactor longoviformis DSM 17459; Lactonifactor longoviformis	155	2	1122155; 341220
UniRef100_UPI001CA86724	Cluster: stage V sporulation protein AC	UPI001CA86724	Clostridium butyricum	150	1	1492
UniRef100_A0A7X8R9S0	Cluster: Stage V sporulation protein AC	A0A7X8R9S0	Clostridium sp.	147	1	1506
UniRef100_R5Q4Y4	Cluster: Stage V sporulation protein AC	R5Q4Y4	Clostridium sp. CAG:780	146	1	1262839
UniRef100_A0A7X8QH12	Cluster: Stage V sporulation protein AC	A0A7X8QH12	Tissierellia bacterium	146	1	2049431
UniRef100_A0A1Y4IAW9	Cluster: SpoVA protein	A0A1Y4IAW9	Lachnoclostridium sp. An196	152	1	1965583
UniRef100_A0A3M8H4Z9	Cluster: Stage V sporulation protein AC	A0A3M8H4Z9	Lysinibacillus halotolerans	151	1	1368476
UniRef100_UPI001D0760DC	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001D0760DC	Blautia wexlerae	154	1	418240
UniRef100_UPI001C8D7491	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001C8D7491	Sellimonas caecigallum	173	1	2592333
UniRef100_UPI000B3ED1A6	Cluster: stage V sporulation protein AC	UPI000B3ED1A6	Solibacillus kalamii	151	1	1748298
UniRef100_A0A1G7ZFT9	Cluster: Stage V sporulation protein AC	A0A1G7ZFT9	Desulfosporosinus hippei DSM 8344	155	1	1121419
UniRef100_UPI0011C9E443	Cluster: stage V sporulation protein AC	UPI0011C9E443	Clostridium tyrobutyricum	159	1	1519
UniRef100_A0A417XJN6	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A417XJN6	Clostridiaceae bacterium OF09-1	149	1	2292276
UniRef100_N9YZ50	Cluster: Stage V sporulation protein AC	N9YZ50; A0A8D4EN77; A8RV18	Enterocloster bolteae 90B8; Enterocloster bolteae; Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	151	3	997897; 208479; 411902
UniRef100_F2F877	Cluster: Stage V sporulation protein AC	F2F877	Solibacillus silvestris (strain StLB046) (Bacillus silvestris)	151	1	1002809
UniRef100_A0A0F4W1P2	Cluster: Uncharacterized protein	A0A0F4W1P2; A0A0F4WV95; A0A0F4VND7; UPI00051C1958	Clostridium sp. IBUN125C; Clostridium sp. IBUN13A; Clostridium sp. IBUN22A; Clostridium	166	4	1523154; 1523156; 1523155; 1485
UniRef100_A0A1M6IAR4	Cluster: Stage V sporulation protein AC	A0A1M6IAR4; UPI001A9A6CEA	Geosporobacter subterraneus DSM 17957; Geosporobacter subterraneus	153	2	1121919; 390806
UniRef100_A0A3D0EAX4	Cluster: Stage V sporulation protein AC	A0A3D0EAX4; A0A373QBN0	Clostridiales bacterium; Firmicutes bacterium AM55-24TS	149	2	1898207; 2292896
UniRef100_A0A6N7SKV9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A6N7SKV9	Lactonifactor sp. BIOML-A7	155	1	2584660
UniRef100_UPI000CFA93E2	Cluster: stage V sporulation protein AC	UPI000CFA93E2	Vallitalea okinawensis	149	1	2078660
UniRef100_A0A7X0VXC5	Cluster: Stage V sporulation protein AC	A0A7X0VXC5	Cohnella zeiphila	157	1	2761120
UniRef100_A0A355TXZ4	Cluster: Stage V sporulation protein AC	A0A355TXZ4	Ruminococcus sp.	151	1	41978
UniRef100_R9IZK9	Cluster: Stage V sporulation protein AC	R9IZK9	Lachnospiraceae bacterium 3-1	159	1	397288
UniRef100_A0A1V4IAQ7	Cluster: SpoVA protein	A0A1V4IAQ7	[Clostridium] thermoalcaliphilum	141	1	29349
UniRef100_R6MLT6	Cluster: Stage V sporulation protein AC	R6MLT6	Firmicutes bacterium CAG:41	149	1	1263021
UniRef100_A0A417FIT6	Cluster: Stage V sporulation protein AC	A0A417FIT6	Firmicutes bacterium AM31-12AC	155	1	2292892
UniRef100_UPI0015705C4C	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI0015705C4C	Blautia wexlerae	152	1	418240
UniRef100_UPI00036391B1	Cluster: stage V sporulation protein AC	UPI00036391B1	Desulfitobacterium hafniense (Desulfitobacterium frappieri)	155	1	49338
UniRef100_A0A239DY59	Cluster: Stage V sporulation protein AC	A0A239DY59	Anaerovirgula multivorans	151	1	312168
UniRef100_A0A3R5XZC7	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3R5XZC7	Clostridium sp. AF15-17LB	153	1	2292202
UniRef100_UPI000312E69C	Cluster: stage V sporulation protein AC	UPI000312E69C	Ureibacillus thermosphaericus	151	1	51173
UniRef100_A0A373SVQ1	Cluster: Stage V sporulation protein AC	A0A373SVQ1	Ruminococcus sp. AF25-17	152	1	2293164
UniRef100_UPI0005E9BE03	Cluster: stage V sporulation protein AC	UPI0005E9BE03	Paeniclostridium sordellii (Clostridium sordellii)	146	1	1505
UniRef100_UPI00156FFDEC	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI00156FFDEC	Blautia obeum	155	1	40520
UniRef100_A0A352SW13	Cluster: Stage V sporulation protein AC	A0A352SW13	Clostridiales bacterium	146	1	1898207
UniRef100_A0A1C5RZX8	Cluster: Stage V sporulation protein AC	A0A1C5RZX8; A0A373A7E9	uncultured Clostridium sp.; Lachnospiraceae bacterium OF09-6	159	2	59620; 2293831
UniRef100_UPI001AEB9821	Cluster: stage V sporulation protein AC	UPI001AEB9821	Sedimentibacter acidaminivorans	146	1	913099
UniRef100_UPI00193954DB	Cluster: stage V sporulation protein AC	UPI00193954DB	Sporosarcina beigongshangi	151	1	2782538
UniRef100_A0A4R1Q676	Cluster: Stage V sporulation protein AC	A0A4R1Q676	Anaerospora hongkongensis	151	1	244830
UniRef100_R4KBC9	Cluster: Stage V sporulation protein AC	R4KBC9	Clostridium pasteurianum BC1	150	1	86416
UniRef100_A0A1Y4M8U8	Cluster: SpoVA protein	A0A1Y4M8U8; A0A1Y4H1K3	Drancourtella sp. An177; Drancourtella sp. An210	173	2	1965573; 1965589
UniRef100_A0A7X7W0N6	Cluster: Stage V sporulation protein AC	A0A7X7W0N6	Clostridiaceae bacterium	148	1	1898204
UniRef100_UPI001C0B097F	Cluster: stage V sporulation protein AC	UPI001C0B097F	Clostridium psychrophilum	150	1	132926
UniRef100_A0A352SF24	Cluster: Stage V sporulation protein AC	A0A352SF24; A0A373LTQ8	Lachnospiraceae bacterium; Clostridium sp. AF36-4	163	2	1898203; 2293015
UniRef100_A0A3D4Y1G9	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3D4Y1G9	Roseburia sp.	154	1	2049040
UniRef100_K1KX71	Cluster: Stage V sporulation protein AC	K1KX71	Solibacillus isronensis B3W22	151	1	1224748
UniRef100_UPI00189AAC6A	Cluster: stage V sporulation protein AC	UPI00189AAC6A	Clostridium sp. D43t1_170807_H7	154	1	2787140
UniRef100_A0A0C7QWJ4	Cluster: Stage V sporulation protein AC	A0A0C7QWJ4	Paeniclostridium sordellii (Clostridium sordellii)	146	1	1505
UniRef100_A0A3A6H6E6	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A3A6H6E6	Ruminococcus sp. OM02-16LB	154	1	2302958
UniRef100_C0C0A8	Cluster: Putative stage V sporulation protein AC	C0C0A8	[Clostridium] hylemonae DSM 15053	188	1	553973
UniRef100_A0A5J5GDJ2	Cluster: Stage V sporulation protein AC	A0A5J5GDJ2; UPI001CC72D6A	Paenibacillus spiritus	142	2	2496557
UniRef100_A0A7X8D086	Cluster: Stage V sporulation protein AC	A0A7X8D086	Tissierellia bacterium	146	1	2049431
UniRef100_A0A1M7YH43	Cluster: Stage V sporulation protein AC	A0A1M7YH43	Anaerocolumna xylanovorans DSM 12503	168	1	1121345
UniRef100_A0A417JXP8	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	A0A417JXP8	Ruminococcus sp. AM27-16	154	1	2293192
UniRef100_A0A3D0XAT6	Cluster: Stage V sporulation protein AC	A0A3D0XAT6; A0A1G5DEV0	Ruminococcus sp.; Ruminococcus bromii	151	2	41978; 40518
UniRef100_UPI00104A66C3	Cluster: stage V sporulation protein AC	UPI00104A66C3	Anaerospora hongkongensis	158	1	244830
UniRef100_A0A7X9MR55	Cluster: Stage V sporulation protein AC	A0A7X9MR55	Psychrobacillus sp. BL-248-WT-3	151	1	2725306
UniRef100_A0A1M5CJV7	Cluster: Stage V sporulation protein AC	A0A1M5CJV7	Desulfofundulus australicus DSM 11792	154	1	1121425
UniRef100_UPI001D061D8B	Cluster: SpoVA/SpoVAEb family sporulation membrane protein	UPI001D061D8B	Dorea sp. 210702-DFI.3.125	152	1	2883207
UniRef100_A0A1M7U5H8	Cluster: Stage V sporulation protein AC	A0A1M7U5H8	Desulfitobacterium chlororespirans DSM 11544	155	1	1121395
UniRef100_A0A101WJY6	Cluster: Stage V sporulation protein AC	A0A101WJY6	Clostridia bacterium BRH_c25	144	1	1734399
UniRef100_A0A017RTN6	Cluster: Stage V sporulation protein AC	A0A017RTN6; UPI000A999559	Fervidicella metallireducens AeB; Fervidicella metallireducens	146	2	1403537; 655338
UniRef100_A0A1Y4KX25	Cluster: SpoVA protein	A0A1Y4KX25	Lachnoclostridium sp. An181	155	1	1965575
UniRef100_A0A841L0Y1	Cluster: Stage V sporulation protein AC	A0A841L0Y1	Anaerosolibacter carboniphilus	154	1	1417629
UniRef100_J7IWJ9	Cluster: Stage V sporulation protein AC	J7IWJ9; UPI0005A6DB7C	Desulfosporosinus meridiei (strain ATCC BAA-275 / DSM 13257 / KCTC 12902 / NCIMB 13706 / S10); Desulfosporosinus meridiei	156	2	768704; 79209
